activity_id,project_id,equipment_id,equipment_type,system_type,activity_type,complexity,complexity_score,planned_start_date,planned_end_date,planned_duration_days,actual_start_date,actual_end_date,status,is_delayed,delay_days,num_dependencies,contractor,contractor_performance_score,resource_availability,document_completeness_pct,weather_sensitive,prior_similar_experience,num_issues_encountered,num_change_orders,budget_variance_pct
PRJ-036-ACT-0151,PRJ-036,UPS-151,UPS,Electrical,Startup,High,3,2023-10-04,2023-10-10,6,2023-10-09,2023-10-29,Completed - Delayed,True,19,2,Schneider Electric,0.7,Partial,0.61,False,False,3,1,0.217
PRJ-036-ACT-0152,PRJ-036,Electrical-Switchgear-152,Electrical Switchgear,Plumbing,Equipment Delivery,Low,1,2024-01-07,2024-01-18,11,,,In Progress - On Track,False,0,4,Schneider Electric,0.91,Partial,0.9,False,False,1,0,0.038
PRJ-036-ACT-0153,PRJ-036,Exhaust-Fan-153,Exhaust Fan,Fire Protection,Performance Testing,High,3,2024-03-23,2024-04-04,12,2024-03-24,2024-04-03,Completed - On Time,False,0,5,Schneider Electric,0.83,Partial,0.91,False,True,1,0,-0.03
PRJ-036-ACT-0154,PRJ-036,Boiler-154,Boiler,BMS,Performance Testing,High,3,2024-02-28,2024-03-11,12,2024-03-04,2024-03-28,Completed - Delayed,True,17,0,Schneider Electric,0.79,Limited,0.98,False,True,1,2,0.201
PRJ-036-ACT-0155,PRJ-036,Generator-155,Generator,Electrical,Startup,Critical,4,2023-12-21,2024-01-04,14,2023-12-23,2024-01-18,Completed - Delayed,True,14,3,Schneider Electric,0.87,Limited,0.4,False,True,7,0,-0.013
PRJ-036-ACT-0156,PRJ-036,Air-Handler-156,Air Handler,BMS,Equipment Delivery,Low,1,2023-08-03,2023-08-04,1,2023-08-01,2023-08-11,Completed - Delayed,True,7,4,Schneider Electric,0.71,Limited,0.84,False,True,1,1,0.174
PRJ-036-ACT-0157,PRJ-036,UPS-157,UPS,Fire Protection,Performance Testing,Critical,4,2023-07-01,2023-07-14,13,2023-07-04,2023-07-22,Completed - Delayed,True,8,3,Schneider Electric,0.94,Limited,0.85,False,True,5,2,0.208
PRJ-036-ACT-0158,PRJ-036,Fire-Alarm-Panel-158,Fire Alarm Panel,HVAC,Startup,Critical,4,2023-06-22,2023-06-27,5,,,In Progress - At Risk,True,20,0,Schneider Electric,0.8,Limited,0.81,False,True,6,3,0.058
PRJ-036-ACT-0159,PRJ-036,Electrical-Switchgear-159,Electrical Switchgear,Fire Protection,Functional Testing,Medium,2,2023-06-26,2023-07-10,14,2023-06-26,2023-07-09,Completed - On Time,False,0,3,Schneider Electric,0.7,Limited,0.99,False,False,1,1,-0.048
PRJ-036-ACT-0160,PRJ-036,Air-Handler-160,Air Handler,Plumbing,Performance Testing,Low,1,2023-12-25,2024-01-07,13,2023-12-26,2024-01-09,Completed - On Time,False,0,1,Schneider Electric,0.6,Full,0.52,False,False,2,1,0.039
PRJ-036-ACT-0161,PRJ-036,Fire-Alarm-Panel-161,Fire Alarm Panel,Plumbing,Performance Testing,Critical,4,2024-03-08,2024-03-19,11,2024-03-11,2024-03-26,Completed - Delayed,True,7,1,Schneider Electric,0.62,Limited,0.6,False,False,0,2,0.031
PRJ-036-ACT-0162,PRJ-036,Boiler-162,Boiler,HVAC,Functional Testing,Low,1,2023-04-24,2023-04-28,4,2023-04-24,2023-04-26,Completed - On Time,False,0,0,Schneider Electric,0.86,Limited,0.61,False,True,1,0,0.048
PRJ-036-ACT-0163,PRJ-036,Boiler-163,Boiler,Fire Protection,Installation,High,3,2023-10-08,2023-10-15,7,2023-10-11,2023-10-19,Completed - Delayed,True,4,2,Schneider Electric,1.0,Full,0.88,False,False,4,0,0.118
PRJ-036-ACT-0164,PRJ-036,VAV-Box-164,VAV Box,Plumbing,Performance Testing,Medium,2,2023-05-24,2023-06-07,14,2023-05-26,2023-06-07,Completed - On Time,False,0,2,Schneider Electric,0.69,Full,0.48,False,False,1,0,0.076
PRJ-036-ACT-0165,PRJ-036,BMS-Controller-165,BMS Controller,Fire Protection,Equipment Delivery,Critical,4,2023-10-29,2023-11-09,11,2023-11-03,2023-11-27,Completed - Delayed,True,18,3,Schneider Electric,0.64,Limited,0.73,False,False,4,1,-0.013
PRJ-036-ACT-0166,PRJ-036,Fan-166,Fan,Plumbing,Startup,High,3,2024-01-27,2024-02-08,12,2024-01-31,2024-02-18,Completed - Delayed,True,10,2,Schneider Electric,0.89,Limited,0.66,False,True,0,0,-0.096
PRJ-036-ACT-0167,PRJ-036,Electrical-Switchgear-167,Electrical Switchgear,Fire Protection,Startup,Critical,4,2023-10-13,2023-10-21,8,2023-10-12,2023-10-28,Completed - Delayed,True,7,0,Schneider Electric,0.84,Full,0.79,False,True,3,2,0.232
PRJ-036-ACT-0168,PRJ-036,UPS-168,UPS,Plumbing,Performance Testing,Medium,2,2023-10-19,2023-10-26,7,2023-10-24,2023-11-02,Completed - Delayed,True,7,5,Schneider Electric,0.92,Limited,0.87,False,True,5,2,0.094
PRJ-036-ACT-0169,PRJ-036,VAV-Box-169,VAV Box,BMS,Startup,Medium,2,2023-10-14,2023-10-19,5,2023-10-14,2023-10-24,Completed - Delayed,True,5,0,Schneider Electric,0.62,Partial,0.98,False,False,4,0,0.234
PRJ-036-ACT-0170,PRJ-036,Generator-170,Generator,Fire Protection,Documentation Review,Low,1,2023-07-09,2023-07-10,1,,,In Progress - At Risk,True,12,4,Schneider Electric,0.97,Full,0.8,True,False,2,2,0.245
PRJ-036-ACT-0171,PRJ-036,Fan-171,Fan,HVAC,Equipment Delivery,High,3,2024-03-06,2024-03-10,4,2024-03-10,2024-03-28,Completed - Delayed,True,18,4,Schneider Electric,0.81,Partial,0.96,False,True,2,0,0.221
PRJ-036-ACT-0172,PRJ-036,Air-Handler-172,Air Handler,Electrical,Documentation Review,Critical,4,2024-01-09,2024-01-17,8,2024-01-10,2024-01-15,Completed - On Time,False,0,4,Schneider Electric,0.91,Full,0.55,False,True,0,1,-0.044
PRJ-036-ACT-0173,PRJ-036,Pump-173,Pump,BMS,Functional Testing,High,3,2023-11-19,2023-11-22,3,,,In Progress - On Track,False,0,2,Schneider Electric,0.89,Full,0.83,False,True,1,0,0.094
PRJ-036-ACT-0174,PRJ-036,Fan-174,Fan,BMS,Equipment Delivery,Critical,4,2023-04-19,2023-04-22,3,2023-04-20,2023-05-02,Completed - Delayed,True,10,2,Schneider Electric,0.82,Limited,0.77,False,False,1,3,0.145
PRJ-036-ACT-0175,PRJ-036,Electrical-Switchgear-175,Electrical Switchgear,Electrical,Performance Testing,Low,1,2024-02-18,2024-03-03,14,2024-02-23,2024-03-04,Completed - Delayed,True,1,3,Schneider Electric,0.84,Limited,0.91,False,True,6,1,0.181
PRJ-036-ACT-0176,PRJ-036,Exhaust-Fan-176,Exhaust Fan,BMS,Installation,Low,1,2023-06-27,2023-07-10,13,2023-06-28,2023-07-26,Completed - Delayed,True,16,1,Schneider Electric,0.61,Full,0.88,False,False,4,1,0.273
PRJ-036-ACT-0177,PRJ-036,Fire-Alarm-Panel-177,Fire Alarm Panel,Electrical,Equipment Delivery,Critical,4,2023-07-01,2023-07-02,1,2023-06-30,2023-07-03,Completed - Delayed,True,1,1,Schneider Electric,0.96,Partial,0.91,False,False,8,1,-0.049
PRJ-036-ACT-0178,PRJ-036,Air-Handler-178,Air Handler,HVAC,Performance Testing,High,3,2024-03-29,2024-03-30,1,2024-04-03,2024-04-06,Completed - Delayed,True,7,5,Schneider Electric,0.74,Partial,0.57,False,True,3,3,0.023
PRJ-036-ACT-0179,PRJ-036,Generator-179,Generator,BMS,Equipment Delivery,Medium,2,2023-09-23,2023-09-27,4,2023-09-22,2023-09-29,Completed - On Time,False,0,2,Schneider Electric,0.98,Full,0.53,False,False,1,1,0.052
PRJ-036-ACT-0180,PRJ-036,Fan-180,Fan,Plumbing,Functional Testing,Low,1,2023-05-11,2023-05-20,9,2023-05-10,2023-05-20,Completed - On Time,False,0,1,Schneider Electric,0.64,Limited,0.88,False,True,2,0,0.06
PRJ-036-ACT-0181,PRJ-036,UPS-181,UPS,BMS,Installation,Medium,2,2024-03-19,2024-03-30,11,2024-03-20,2024-04-01,Completed - On Time,False,0,0,Schneider Electric,0.9,Full,0.5,False,False,0,0,-0.04
PRJ-037-ACT-0001,PRJ-037,Generator-001,Generator,BMS,Documentation Review,Medium,2,2024-06-29,2024-07-05,6,2024-06-30,2024-07-14,Completed - Delayed,True,9,0,Johnson Controls,0.98,Full,0.82,True,False,6,3,0.023
PRJ-037-ACT-0002,PRJ-037,Exhaust-Fan-002,Exhaust Fan,HVAC,Installation,Critical,4,2024-04-28,2024-05-01,3,,,In Progress - At Risk,True,14,0,Johnson Controls,0.94,Limited,0.51,False,True,3,2,0.17
PRJ-037-ACT-0003,PRJ-037,Electrical-Switchgear-003,Electrical Switchgear,BMS,Performance Testing,Low,1,2024-11-25,2024-12-05,10,2024-11-27,2024-12-11,Completed - Delayed,True,6,0,Johnson Controls,0.63,Limited,0.69,False,False,5,1,0.181
PRJ-037-ACT-0004,PRJ-037,BMS-Controller-004,BMS Controller,Electrical,Documentation Review,Critical,4,2024-04-29,2024-05-11,12,2024-05-01,2024-05-18,Completed - Delayed,True,7,0,Johnson Controls,0.67,Limited,0.77,False,False,4,1,0.108
PRJ-037-ACT-0005,PRJ-037,Fan-005,Fan,HVAC,Functional Testing,Low,1,2024-03-24,2024-03-31,7,,,In Progress - On Track,False,0,0,Johnson Controls,0.93,Limited,0.92,False,True,1,1,0.084
PRJ-037-ACT-0006,PRJ-037,Fire-Alarm-Panel-006,Fire Alarm Panel,Fire Protection,Functional Testing,Critical,4,2024-07-03,2024-07-04,1,2024-07-05,2024-07-03,Completed - On Time,False,0,0,Johnson Controls,0.99,Limited,0.83,False,False,0,1,0.04
PRJ-037-ACT-0007,PRJ-037,Transformer-007,Transformer,HVAC,Documentation Review,High,3,2024-04-02,2024-04-11,9,2024-04-06,2024-04-25,Completed - Delayed,True,14,0,Johnson Controls,0.63,Limited,0.56,False,False,5,2,0.096
PRJ-037-ACT-0008,PRJ-037,Transformer-008,Transformer,HVAC,Functional Testing,Low,1,2024-05-06,2024-05-18,12,2024-05-07,2024-05-16,Completed - On Time,False,0,0,Johnson Controls,0.86,Partial,0.44,False,True,2,1,-0.026
PRJ-037-ACT-0009,PRJ-037,Generator-009,Generator,Plumbing,Startup,Medium,2,2024-09-05,2024-09-14,9,,,In Progress - On Track,False,0,0,Johnson Controls,0.75,Full,0.9,True,False,1,0,0.009
PRJ-037-ACT-0010,PRJ-037,Fan-010,Fan,BMS,Startup,High,3,2024-06-14,2024-06-21,7,2024-06-14,2024-06-22,Completed - On Time,False,0,0,Johnson Controls,0.77,Partial,0.91,False,True,1,1,0.077
PRJ-037-ACT-0011,PRJ-037,Electrical-Switchgear-011,Electrical Switchgear,Fire Protection,Equipment Delivery,Low,1,2025-01-07,2025-01-15,8,2025-01-07,2025-01-29,Completed - Delayed,True,14,0,Johnson Controls,0.69,Limited,0.77,False,True,7,2,0.257
PRJ-037-ACT-0012,PRJ-037,Generator-012,Generator,Fire Protection,Performance Testing,Critical,4,2024-06-06,2024-06-19,13,2024-06-06,2024-06-17,Completed - On Time,False,0,2,Johnson Controls,0.63,Full,0.92,True,True,0,0,0.071
PRJ-037-ACT-0013,PRJ-037,UPS-013,UPS,Electrical,Installation,High,3,2024-04-13,2024-04-23,10,2024-04-14,2024-05-14,Completed - Delayed,True,21,3,Johnson Controls,0.87,Full,0.62,False,True,2,2,0.095
PRJ-037-ACT-0014,PRJ-037,BMS-Controller-014,BMS Controller,Plumbing,Equipment Delivery,Medium,2,2024-09-29,2024-09-30,1,2024-09-28,2024-10-21,Completed - Delayed,True,21,3,Johnson Controls,0.99,Limited,0.78,False,True,0,0,0.096
PRJ-037-ACT-0015,PRJ-037,VAV-Box-015,VAV Box,BMS,Documentation Review,Low,1,2024-08-31,2024-09-02,2,2024-08-31,2024-08-31,Completed - On Time,False,0,5,Johnson Controls,0.96,Full,0.58,False,False,1,0,0.034
PRJ-037-ACT-0016,PRJ-037,BMS-Controller-016,BMS Controller,HVAC,Performance Testing,High,3,2024-08-11,2024-08-16,5,2024-08-13,2024-09-06,Completed - Delayed,True,21,4,Johnson Controls,0.95,Full,0.7,False,False,2,0,0.001
PRJ-037-ACT-0017,PRJ-037,Pump-017,Pump,BMS,Startup,Medium,2,2024-01-20,2024-01-23,3,,,In Progress - On Track,False,0,4,Johnson Controls,0.61,Full,0.84,False,True,2,0,0.045
PRJ-037-ACT-0018,PRJ-037,Boiler-018,Boiler,Electrical,Installation,Critical,4,2024-07-14,2024-07-16,2,,,In Progress - At Risk,True,19,1,Johnson Controls,0.77,Full,0.59,False,False,1,2,0.257
PRJ-037-ACT-0019,PRJ-037,Boiler-019,Boiler,HVAC,Documentation Review,Medium,2,2024-08-24,2024-09-04,11,2024-08-22,2024-09-12,Completed - Delayed,True,8,3,Johnson Controls,0.97,Limited,0.45,False,True,7,2,0.167
PRJ-037-ACT-0020,PRJ-037,Air-Handler-020,Air Handler,BMS,Performance Testing,Medium,2,2024-04-22,2024-04-27,5,2024-04-21,2024-04-27,Completed - On Time,False,0,2,Johnson Controls,0.96,Partial,0.84,False,False,0,1,0.062
PRJ-037-ACT-0021,PRJ-037,Air-Handler-021,Air Handler,Plumbing,Performance Testing,Medium,2,2024-10-26,2024-11-05,10,2024-10-26,2024-11-06,Completed - On Time,False,0,4,Johnson Controls,0.81,Partial,0.56,False,False,2,1,-0.024
PRJ-037-ACT-0022,PRJ-037,Cooling-Tower-022,Cooling Tower,BMS,Startup,High,3,2024-04-08,2024-04-19,11,,,In Progress - At Risk,True,7,0,Johnson Controls,0.63,Partial,0.92,True,True,2,1,0.078
PRJ-037-ACT-0023,PRJ-037,Generator-023,Generator,BMS,Installation,High,3,2024-01-23,2024-01-31,8,2024-01-22,2024-01-31,Completed - On Time,False,0,2,Johnson Controls,0.92,Partial,0.61,False,True,2,0,-0.006
PRJ-037-ACT-0024,PRJ-037,Exhaust-Fan-024,Exhaust Fan,Electrical,Installation,Critical,4,2024-01-05,2024-01-08,3,,,In Progress - At Risk,True,13,4,Johnson Controls,0.79,Partial,0.51,False,True,3,1,0.176
PRJ-037-ACT-0025,PRJ-037,Fan-025,Fan,Fire Protection,Functional Testing,Low,1,2024-05-25,2024-05-26,1,2024-05-25,2024-06-14,Completed - Delayed,True,19,3,Johnson Controls,0.72,Limited,0.55,False,False,6,2,0.299
PRJ-037-ACT-0026,PRJ-037,Fire-Alarm-Panel-026,Fire Alarm Panel,Electrical,Installation,Low,1,2024-05-13,2024-05-17,4,2024-05-13,2024-06-07,Completed - Delayed,True,21,0,Johnson Controls,0.82,Partial,0.93,False,True,7,1,0.231
PRJ-037-ACT-0027,PRJ-037,Air-Handler-027,Air Handler,Fire Protection,Performance Testing,Low,1,2024-04-14,2024-04-20,6,2024-04-16,2024-04-30,Completed - Delayed,True,10,1,Johnson Controls,0.85,Limited,0.68,False,False,5,2,-0.091
PRJ-037-ACT-0028,PRJ-037,Fan-028,Fan,Fire Protection,Equipment Delivery,High,3,2024-08-08,2024-08-09,1,2024-08-07,2024-08-10,Completed - On Time,False,0,5,Johnson Controls,0.92,Limited,0.8,False,False,2,0,0.026
PRJ-037-ACT-0029,PRJ-037,Electrical-Switchgear-029,Electrical Switchgear,Fire Protection,Equipment Delivery,Critical,4,2024-01-07,2024-01-21,14,,,In Progress - At Risk,True,4,1,Johnson Controls,0.77,Limited,0.99,False,False,6,2,0.286
PRJ-037-ACT-0030,PRJ-037,Generator-030,Generator,BMS,Documentation Review,High,3,2024-08-28,2024-09-05,8,2024-09-01,2024-09-18,Completed - Delayed,True,13,1,Johnson Controls,0.67,Full,0.61,False,True,7,0,0.265
PRJ-037-ACT-0031,PRJ-037,Air-Handler-031,Air Handler,BMS,Functional Testing,Low,1,2024-06-07,2024-06-08,1,,,In Progress - At Risk,True,7,5,Johnson Controls,0.76,Partial,0.88,False,False,5,1,0.147
PRJ-037-ACT-0032,PRJ-037,BMS-Controller-032,BMS Controller,Plumbing,Installation,Medium,2,2024-03-29,2024-04-10,12,,,In Progress - At Risk,True,18,0,Johnson Controls,0.67,Limited,0.47,False,True,5,0,0.222
PRJ-037-ACT-0033,PRJ-037,VAV-Box-033,VAV Box,Fire Protection,Documentation Review,Critical,4,2024-11-26,2024-11-27,1,2024-11-30,2024-12-05,Completed - Delayed,True,8,5,Johnson Controls,0.76,Partial,0.45,False,True,5,0,0.188
PRJ-037-ACT-0034,PRJ-037,Air-Handler-034,Air Handler,Fire Protection,Startup,Medium,2,2024-10-10,2024-10-21,11,,,In Progress - On Track,False,0,0,Johnson Controls,0.65,Partial,0.77,False,True,1,1,0.007
PRJ-037-ACT-0035,PRJ-037,UPS-035,UPS,Electrical,Performance Testing,Low,1,2024-05-30,2024-06-11,12,2024-05-30,2024-06-21,Completed - Delayed,True,10,2,Johnson Controls,0.83,Limited,0.9,False,True,0,2,-0.081
PRJ-037-ACT-0036,PRJ-037,HVAC-Chiller-036,HVAC Chiller,BMS,Performance Testing,Critical,4,2024-07-21,2024-07-23,2,2024-07-21,2024-08-02,Completed - Delayed,True,10,0,Johnson Controls,0.68,Partial,0.65,False,True,3,0,0.254
PRJ-037-ACT-0037,PRJ-037,VAV-Box-037,VAV Box,Fire Protection,Installation,High,3,2024-02-21,2024-02-27,6,2024-02-21,2024-03-02,Completed - Delayed,True,4,5,Johnson Controls,0.92,Partial,0.52,False,False,7,0,-0.072
PRJ-037-ACT-0038,PRJ-037,BMS-Controller-038,BMS Controller,HVAC,Installation,High,3,2024-04-17,2024-04-21,4,,,In Progress - On Track,False,0,0,Johnson Controls,0.76,Partial,0.86,False,True,2,0,0.045
PRJ-037-ACT-0039,PRJ-037,Fire-Alarm-Panel-039,Fire Alarm Panel,Plumbing,Equipment Delivery,Medium,2,2024-08-09,2024-08-14,5,2024-08-13,2024-08-21,Completed - Delayed,True,7,0,Johnson Controls,0.9,Full,0.55,False,False,6,1,-0.093
PRJ-037-ACT-0040,PRJ-037,Pump-040,Pump,Fire Protection,Functional Testing,Medium,2,2024-03-31,2024-04-11,11,2024-04-04,2024-04-22,Completed - Delayed,True,11,4,Johnson Controls,0.82,Limited,0.54,False,False,1,1,0.276
PRJ-037-ACT-0041,PRJ-037,Fire-Alarm-Panel-041,Fire Alarm Panel,HVAC,Installation,High,3,2024-08-07,2024-08-16,9,2024-08-07,2024-08-21,Completed - Delayed,True,5,1,Johnson Controls,0.67,Partial,0.43,False,True,1,2,0.137
PRJ-037-ACT-0042,PRJ-037,Transformer-042,Transformer,HVAC,Documentation Review,High,3,2025-01-10,2025-01-18,8,2025-01-13,2025-02-08,Completed - Delayed,True,21,1,Johnson Controls,0.85,Limited,0.75,False,False,0,1,0.112
PRJ-037-ACT-0043,PRJ-037,UPS-043,UPS,Fire Protection,Equipment Delivery,Critical,4,2024-03-18,2024-03-22,4,2024-03-19,2024-03-23,Completed - On Time,False,0,1,Johnson Controls,0.77,Partial,0.59,False,False,1,0,-0.014
PRJ-037-ACT-0044,PRJ-037,VAV-Box-044,VAV Box,HVAC,Startup,High,3,2024-01-03,2024-01-13,10,2024-01-04,2024-01-19,Completed - Delayed,True,6,5,Johnson Controls,0.71,Full,0.63,False,False,8,2,0.069
PRJ-037-ACT-0045,PRJ-037,Fire-Alarm-Panel-045,Fire Alarm Panel,Electrical,Documentation Review,Low,1,2024-09-28,2024-10-12,14,2024-10-03,2024-10-20,Completed - Delayed,True,8,5,Johnson Controls,0.92,Partial,0.6,False,True,6,2,0.116
PRJ-037-ACT-0046,PRJ-037,HVAC-Chiller-046,HVAC Chiller,Electrical,Installation,Critical,4,2024-06-19,2024-06-26,7,2024-06-23,2024-07-17,Completed - Delayed,True,21,2,Johnson Controls,0.68,Limited,0.98,False,False,2,0,0.036
PRJ-037-ACT-0047,PRJ-037,Pump-047,Pump,Electrical,Performance Testing,Low,1,2024-05-29,2024-06-02,4,,,In Progress - At Risk,True,15,2,Johnson Controls,0.65,Limited,0.7,False,False,3,1,-0.069
PRJ-037-ACT-0048,PRJ-037,Fan-048,Fan,Electrical,Functional Testing,Medium,2,2024-11-30,2024-12-01,1,2024-11-30,2024-12-03,Completed - On Time,False,0,0,Johnson Controls,0.79,Full,0.68,False,True,0,1,0.07
PRJ-037-ACT-0049,PRJ-037,UPS-049,UPS,HVAC,Functional Testing,Medium,2,2024-06-08,2024-06-18,10,2024-06-06,2024-06-29,Completed - Delayed,True,11,4,Johnson Controls,0.92,Limited,0.48,False,True,3,3,0.259
PRJ-037-ACT-0050,PRJ-037,Fire-Alarm-Panel-050,Fire Alarm Panel,Electrical,Functional Testing,Medium,2,2024-06-22,2024-06-23,1,2024-06-21,2024-06-23,Completed - On Time,False,0,4,Johnson Controls,0.8,Full,0.54,False,False,1,1,0.098
PRJ-037-ACT-0051,PRJ-037,Generator-051,Generator,HVAC,Startup,Critical,4,2023-12-23,2023-12-26,3,2023-12-21,2023-12-30,Completed - Delayed,True,4,1,Johnson Controls,0.66,Partial,0.54,False,False,8,2,0.202
PRJ-037-ACT-0052,PRJ-037,Exhaust-Fan-052,Exhaust Fan,BMS,Startup,High,3,2024-08-28,2024-08-31,3,2024-08-29,2024-09-01,Completed - On Time,False,0,1,Johnson Controls,0.99,Partial,0.68,False,True,1,0,0.081
PRJ-037-ACT-0053,PRJ-037,Electrical-Switchgear-053,Electrical Switchgear,BMS,Documentation Review,Critical,4,2024-08-26,2024-08-30,4,2024-08-28,2024-08-30,Completed - On Time,False,0,3,Johnson Controls,0.67,Partial,0.92,False,True,2,1,0.07
PRJ-037-ACT-0054,PRJ-037,Boiler-054,Boiler,Electrical,Performance Testing,Critical,4,2024-01-10,2024-01-13,3,2024-01-12,2024-01-25,Completed - Delayed,True,12,0,Johnson Controls,1.0,Limited,0.95,False,False,5,2,0.247
PRJ-037-ACT-0055,PRJ-037,Pump-055,Pump,BMS,Equipment Delivery,Critical,4,2024-01-31,2024-02-07,7,2024-02-03,2024-02-28,Completed - Delayed,True,21,3,Johnson Controls,0.96,Limited,0.53,False,False,5,1,0.247
PRJ-037-ACT-0056,PRJ-037,Transformer-056,Transformer,Electrical,Performance Testing,Medium,2,2024-02-19,2024-02-27,8,,,In Progress - At Risk,True,10,0,Johnson Controls,0.98,Limited,0.57,False,False,4,1,0.238
PRJ-037-ACT-0057,PRJ-037,BMS-Controller-057,BMS Controller,Fire Protection,Startup,Low,1,2024-09-27,2024-10-01,4,2024-09-26,2024-10-22,Completed - Delayed,True,21,2,Johnson Controls,0.96,Full,0.76,False,True,7,3,0.248
PRJ-037-ACT-0058,PRJ-037,Fan-058,Fan,HVAC,Functional Testing,Critical,4,2024-02-05,2024-02-17,12,,,In Progress - At Risk,True,19,2,Johnson Controls,0.97,Limited,0.5,False,False,7,2,0.216
PRJ-037-ACT-0059,PRJ-037,HVAC-Chiller-059,HVAC Chiller,Electrical,Documentation Review,Low,1,2024-10-20,2024-11-03,14,2024-10-19,2024-11-02,Completed - On Time,False,0,0,Johnson Controls,0.69,Limited,0.89,False,False,1,1,0.075
PRJ-037-ACT-0060,PRJ-037,Cooling-Tower-060,Cooling Tower,Fire Protection,Installation,Critical,4,2024-11-07,2024-11-10,3,,,In Progress - On Track,False,0,1,Johnson Controls,0.98,Full,0.56,False,True,1,0,0.024
PRJ-037-ACT-0061,PRJ-037,Exhaust-Fan-061,Exhaust Fan,Plumbing,Documentation Review,High,3,2024-12-07,2024-12-20,13,2024-12-10,2024-12-30,Completed - Delayed,True,10,2,Johnson Controls,0.87,Partial,0.41,False,False,5,3,0.193
PRJ-037-ACT-0062,PRJ-037,Air-Handler-062,Air Handler,Plumbing,Startup,High,3,2024-10-24,2024-11-04,11,2024-10-24,2024-11-04,Completed - On Time,False,0,0,Johnson Controls,0.6,Full,0.43,False,True,1,1,-0.01
PRJ-037-ACT-0063,PRJ-037,Electrical-Switchgear-063,Electrical Switchgear,HVAC,Installation,Critical,4,2024-02-23,2024-03-03,9,2024-02-27,2024-03-08,Completed - Delayed,True,5,3,Johnson Controls,0.6,Limited,0.65,False,False,8,1,0.015
PRJ-037-ACT-0064,PRJ-037,VAV-Box-064,VAV Box,BMS,Startup,High,3,2024-11-11,2024-11-15,4,2024-11-09,2024-12-02,Completed - Delayed,True,17,4,Johnson Controls,0.94,Full,0.91,False,False,3,2,0.262
PRJ-037-ACT-0065,PRJ-037,BMS-Controller-065,BMS Controller,HVAC,Installation,High,3,2023-12-25,2023-12-28,3,2023-12-27,2024-01-17,Completed - Delayed,True,20,3,Johnson Controls,0.66,Full,0.72,False,False,4,0,0.14
PRJ-037-ACT-0066,PRJ-037,Boiler-066,Boiler,Fire Protection,Performance Testing,High,3,2024-04-18,2024-04-25,7,2024-04-18,2024-05-09,Completed - Delayed,True,14,4,Johnson Controls,0.74,Limited,0.51,False,True,1,3,-0.006
PRJ-037-ACT-0067,PRJ-037,Transformer-067,Transformer,Electrical,Installation,Critical,4,2024-03-13,2024-03-21,8,2024-03-12,2024-03-22,Completed - Delayed,True,1,5,Johnson Controls,0.8,Partial,0.68,False,True,2,0,-0.039
PRJ-037-ACT-0068,PRJ-037,VAV-Box-068,VAV Box,Fire Protection,Equipment Delivery,High,3,2024-04-08,2024-04-20,12,2024-04-06,2024-05-11,Completed - Delayed,True,21,3,Johnson Controls,0.91,Limited,0.82,False,False,3,2,0.049
PRJ-037-ACT-0069,PRJ-037,UPS-069,UPS,Plumbing,Equipment Delivery,High,3,2024-04-05,2024-04-18,13,,,In Progress - At Risk,True,3,2,Johnson Controls,0.9,Limited,0.82,False,True,4,2,0.086
PRJ-037-ACT-0070,PRJ-037,Fan-070,Fan,Electrical,Installation,High,3,2024-07-28,2024-07-30,2,2024-08-02,2024-08-11,Completed - Delayed,True,12,0,Johnson Controls,0.88,Limited,0.63,False,True,1,2,-0.054
PRJ-037-ACT-0071,PRJ-037,Pump-071,Pump,Fire Protection,Performance Testing,Medium,2,2024-04-20,2024-04-26,6,,,In Progress - At Risk,True,5,2,Johnson Controls,0.69,Full,0.99,False,True,1,3,0.284
PRJ-037-ACT-0072,PRJ-037,Air-Handler-072,Air Handler,Electrical,Startup,High,3,2024-10-03,2024-10-06,3,,,In Progress - On Track,False,0,3,Johnson Controls,0.92,Limited,0.46,False,True,2,0,0.046
PRJ-037-ACT-0073,PRJ-037,Generator-073,Generator,BMS,Startup,High,3,2024-03-09,2024-03-18,9,2024-03-08,2024-04-03,Completed - Delayed,True,16,4,Johnson Controls,0.77,Partial,1.0,False,False,6,0,-0.011
PRJ-037-ACT-0074,PRJ-037,Fire-Alarm-Panel-074,Fire Alarm Panel,HVAC,Equipment Delivery,Critical,4,2024-06-11,2024-06-17,6,,,In Progress - At Risk,True,6,3,Johnson Controls,0.69,Partial,0.6,False,False,8,0,0.059
PRJ-037-ACT-0075,PRJ-037,Cooling-Tower-075,Cooling Tower,BMS,Documentation Review,Critical,4,2024-11-27,2024-12-09,12,2024-11-26,2024-12-10,Completed - On Time,False,0,3,Johnson Controls,0.69,Partial,0.99,True,True,0,0,0.043
PRJ-037-ACT-0076,PRJ-037,Fire-Alarm-Panel-076,Fire Alarm Panel,HVAC,Installation,High,3,2024-11-30,2024-12-13,13,2024-12-01,2024-12-25,Completed - Delayed,True,12,5,Johnson Controls,0.98,Limited,0.93,False,False,3,3,-0.08
PRJ-037-ACT-0077,PRJ-037,Fire-Alarm-Panel-077,Fire Alarm Panel,BMS,Startup,Critical,4,2024-06-03,2024-06-17,14,2024-06-05,2024-06-30,Completed - Delayed,True,13,3,Johnson Controls,0.96,Limited,0.62,False,False,1,0,-0.022
